normalize_text,emotion,source,skor
aku tahu kita bisa saling mendukung dalam setiap langkah perjalanan ini,trust,huggingface,
takut banget kalau ternyata aku cuma buang waktu tanpa hasil,fear,huggingface,
gugup nunggu perubahan besar yang akan datang di tempat kerja,anticipation,huggingface,
setiap momen bersamamu membuktikan betapa kuatnya rasa percaya ini,trust,huggingface,
aku bahagia ketika melihat hujan turun setelah hari yang sangat panas,joy,huggingface,
takut banget kalau apa yang udah aku perjuangkan selama ini berakhir siasia,fear,huggingface,
sedih ngeliat banyak orang yang menderita di dunia ini,sadness,huggingface,
gak ada yang lebih menyakitkan daripada disakiti dunia yang seharusnya melindungi kita,sadness,huggingface,
bahagia itu adalah ketika bisa menemukan waktu untuk merenung dan bersyukur,joy,huggingface,
jijik lihat rambut yang berserakan di kamar mandi umum,disgust,huggingface,
rasa takut ini seperti terus mengendalikan hidupku aku tidak bisa lepas,fear,huggingface,
takut banget kalau aku tidak bisa bertahan di tengah semua masalah ini,fear,huggingface,
bekerja di kantor sambil menikmati kopi pagi bikin suasana hati jadi senang,joy,huggingface,
tidak tahan lagi sama politik kantor yang bikin kerja jadi tidak nyaman,anger,huggingface,
bahagia itu ketika melihat hasil kerja keras dihargai oleh orang lain,joy,huggingface,
setelah pengkhianatan ini aku gak tau apakah aku bisa membuka hati lagi,sadness,huggingface,
menonton film dokumenter favorit selalu bikin aku merasa tenang dan bahagia,joy,huggingface,
rasanya frustasi karena karakter yang aku upgrade terusterusan lemah,anger,huggingface,
tidak tahan lagi sama karakter di buku ini yang terlalu satu dimensi dan tidak realistis,anger,huggingface,
ngitung hari terus tidak sabar buat merayakan cinta kami dalam janji suci,anticipation,huggingface,
aku merasa bahagia banget bisa bekerja di bidang yang aku sukai,joy,huggingface,
aku bahagia banget karena bisa menikmati hidangan penutup yang luar biasa lezat,joy,huggingface,
gagal berkalikali bikin aku kehilangan motivasi buat terus maju,sadness,huggingface,
aku yakin kamu akan selalu ada untukku di saatsaat sulit,trust,huggingface,
kenapa ya ada orang yang masih buang sampah sembarangan di jalan,disgust,huggingface,
rasa takut ini membuatku merasa tidak bisa menikmati hidup dengan tenang,fear,huggingface,
rasanya sangat bahagia bisa menonton film favorit tanpa gangguan,joy,huggingface,
marah banget karena dunia ini hanya menghargai kesuksesan materi dan bukan karakter,anger,huggingface,
melihat kucing peliharaanku bermain dengan riang bikin hatiku bahagia,joy,huggingface,
rasanya sangat menyenangkan bisa mengerjakan tugas dengan tim yang kompak,joy,huggingface,
lihat orang makan dengan tangan penuh minyak tanpa cuci tangan bikin kesel,disgust,huggingface,
takut buat mulai dari nol lagi karena prosesnya pasti panjang dan berat,fear,huggingface,
aku tidak paham kenapa ada orang yang bisa bertahan hidup di tempat yang jorok,disgust,huggingface,
makan siang di tepi pantai bikin suasana hati jadi lebih rileks dan bahagia,joy,huggingface,
aku takut setiap kali harus mengambil keputusan besar dalam hidup,fear,huggingface,
kepercayaan ini telah membawa kita sejauh ini dan akan terus menguatkan kita,trust,huggingface,
rasanya sakit banget ketika harus menerima kenyataan kalau hubungan ini gak lagi bisa diselamatkan,sadness,huggingface,
mengumpulkan tugas sebelum deadline bikin aku merasa lebih tenang dan bahagia,joy,huggingface,
aku yakin kamu adalah orang yang tepat untuk bersamaku dalam perjalanan ini,trust,huggingface,
tidak sabar buat naik level tapi rasanya progress lambat banget bikin frustasi,anger,huggingface,
sering takut buat nyoba hal baru karena takut gagal dan bikin malu,fear,huggingface,
rasa takut bikin aku sering terlalu fokus sama apa yang salah daripada mencari solusi,fear,huggingface,
setiap saat bersamamu mengajarkan arti kepercayaan yang sejati,trust,huggingface,
tidak ngerti kenapa kamu tidak bisa berkomitmen sama janjijanji yang kamu buat,anger,huggingface,
lihat orang bersihin telinga pakai cotton bud di tempat umum,disgust,huggingface,
aku yakin kita akan menemukan jalan yang terbaik untuk hubungan ini,trust,huggingface,
makan siang dengan nasi goreng spesial bikin aku merasa sangat bahagia,joy,huggingface,
ayah mungkin udah pergi tapi kenangannya selalu ada di hatiku,sadness,huggingface,
aku percaya kita akan selalu menemukan cara untuk bersama meski dalam kesulitan,trust,huggingface,
aku percaya kita akan melewati masa sulit ini dengan kepercayaan yang kuat,trust,huggingface,
mengerjakan tugas yang sesuai dengan minatku bikin aku merasa lebih semangat dan bahagia,joy,huggingface,
nyium bau apek di kamar mandi umum,disgust,huggingface,
tidak ngerti kenapa ada orang yang tidak peduli sama kebersihan toilet,disgust,huggingface,
aku benarbenar merasa jijik dengan kondisi kantin sekolah yang super kotor dan tidak terawat,disgust,huggingface,
tidak sabar buat merasakan kebahagiaan saat impian akhirnya jadi kenyataan,anticipation,huggingface,
setiap kali aku merindukan ibu rasanya hati ini hancur berkepingkeping,sadness,huggingface,
marah banget karena dunia ini seolah lupa bagaimana menjadi tempat yang penuh dengan cinta dan kedamaian,anger,huggingface,
aku tidak pernah merasa ragu karena kamu selalu ada untukku,trust,huggingface,
aku tidak ngerti kenapa ada orang yang suka buang sampah di jalan bikin jijik banget,disgust,huggingface,
aku yakin kita akan menemukan solusi terbaik untuk setiap masalah,trust,huggingface,
minum jus terus ada serangganya,disgust,huggingface,
rasanya bahagia ketika bisa menonton film favorit bersama keluarga,joy,huggingface,
tidak bisa berhenti mikirin tentang apa yang akan terjadi dalam waktu dekat,anticipation,huggingface,
sulit menerima kenyataan kalau aku gagal lagi padahal udah usaha sekeras mungkin,sadness,huggingface,
ngitung hari terus karena semakin dekat dengan perubahan yang sudah aku rencanakan,anticipation,huggingface,
terkadang dunia ini bikin aku kehilangan kepercayaan pada manusia,sadness,huggingface,
bau busuk di tempat ini benarbenar membuat mual,disgust,huggingface,
marah banget karena meskipun aku berusaha sekuat tenaga hidup tidak pernah memberi hasil,anger,huggingface,
rasa takut bikin aku sering memilih untuk diem dan tidak ambil tindakan,fear,huggingface,
gagal rasanya seperti semua yang udah dibangun hancur seketika,sadness,huggingface,
rasanya sangat menyenangkan bisa bekerja di lingkungan yang mendukung dan positif,joy,huggingface,
aku jijik banget lihat orang tidak cuci tangan sebelum makan bagaimana bisa sih,disgust,huggingface,
aku jijik dengan kondisi dapur restoran yang sangat kotor,disgust,huggingface,
utang makin bertumpuk dan gak tau bagaimana cara buat bayar semuanya,sadness,huggingface,
rasanya jantung terus gugup nunggu chat dari dia,anticipation,huggingface,
gak tau kapan rasa kehilangan ini bisa hilang,sadness,huggingface,
ingin banget tahu apa yang akan terjadi besok rasanya gugup,anticipation,huggingface,
rasanya bahagia banget bisa mendengarkan lagu favorit sambil bersantai,joy,huggingface,
berjalanjalan di alam sambil memotret bungabunga indah bikin hati ini senang,joy,huggingface,
kebahagiaan itu adalah ketika bisa merasakan pagi yang segar dan bersemangat,joy,huggingface,
setiap kali memikirkan masa depan aku hanya merasa takut dan cemas,fear,huggingface,
aku takut semua usahaku akan berakhir siasia dan aku tidak tahu harus bagaimana,fear,huggingface,
kepercayaan ini adalah ikatan yang membuat hubungan kita semakin kuat,trust,huggingface,
tidak bisa fokus karena pikiranku terus ke acara kencan besok,anticipation,huggingface,
rasanya seperti dihantui rasa penasaran terusmenerus,anticipation,huggingface,
perasaan takut ini seperti tidak akan pernah hilang selalu ada di kepala,fear,huggingface,
takut tidak bisa jadi orang yang diharapkan padahal ekspektasi orang lain tinggi banget,fear,huggingface,
bekerja sambil mendapatkan insight baru bikin aku merasa senang dan bersemangat,joy,huggingface,
lihat orang makan terus belepotan di baju,disgust,huggingface,
marah banget karena setiap kali mau serius di hobiku ada aja halangan,anger,huggingface,
bekerja sambil belajar hal baru setiap hari bikin aku merasa bahagia,joy,huggingface,
rasanya makin gugup nunggu hasil review kerja tahunan,anticipation,huggingface,
marah banget karena banyak subplot di buku ini yang tidak ada kaitannya dengan cerita utama,anger,huggingface,
aku percaya kita akan menemukan jalan yang terbaik untuk hubungan ini,trust,huggingface,
rasa takut ini seperti membatasi semua hal yang aku lakukan setiap hari,fear,huggingface,
gak pernah ngerasain diprioritaskan sama siapa pun rasanya sakit,sadness,huggingface,
tidak sabar ketemu sama teman lama besok pasti banyak cerita,anticipation,huggingface,
ingin banget tahu bagaimana hasil eksperimen baking di dapur besok,anticipation,huggingface,
aku tidak ngerti kenapa ada orang yang bisa nyaman tidur di kasur yang penuh dengan debu,disgust,huggingface,
marah banget karena karakter yang aku pakai terusterusan kalah dalam pertarungan,anger,huggingface,
kegagalan ini bikin aku merasa gak ada gunanya terus berjuang,sadness,huggingface,
tidak habis pikir kenapa atasan tidak pernah menghargai usahaku,anger,huggingface,
gugup nunggu momen indah saat kita bersumpah setia satu sama lain,anticipation,huggingface,
jijik banget lihat rambut yang berserakan di lantai toilet umum,disgust,huggingface,
dengan kepercayaan yang kamu berikan aku merasa lebih kuat setiap hari,trust,huggingface,
seringkali lebih takut sama penolakan daripada coba terus,fear,huggingface,
bahagia itu saat bisa merasakan kedamaian dalam hati meski keadaan di luar tidak sempurna,joy,huggingface,
rasanya bahagia banget bisa memahami instruksi tugas dengan jelas dan langsung dikerjakan,joy,huggingface,
kesel banget karena meskipun aku udah berjuang keras hasilnya selalu mengecewakan,anger,huggingface,
rasa takut ini seperti terus membesar dan tidak ada yang bisa menghentikannya,fear,huggingface,
lihat orang korek korek telinga pakai peniti,disgust,huggingface,
jijik banget lihat makanan sisa dibiarkan di meja makan,disgust,huggingface,
tidak tahan sama bau badan orang di sebelahku di kereta,disgust,huggingface,
bermain game puzzle bikin otak terasa aktif dan hati jadi senang,joy,huggingface,
rasa takut selalu muncul saat aku harus memilih jalan hidup yang tidak pasti,fear,huggingface,
takut bikin kesalahan yang bisa aku sesali seumur hidup,fear,huggingface,
marah banget karena hidup ini seperti tidak pernah memberi kebahagiaan yang tahan lama,anger,huggingface,
setiap keputusan yang kamu buat selalu menunjukkan betapa berharganya hubungan ini,trust,huggingface,
rasa takut ini begitu besar hingga membuatku merasa tidak ada yang bisa aku lakukan dengan benar,fear,huggingface,
bahagia itu saat bisa melihat pemandangan gunung yang indah dari kejauhan,joy,huggingface,
nginjek tai sapi pas lagi jalan di sawah,disgust,huggingface,
tidak sabar buat lihat bagaimana semuanya akan berjalan,anticipation,huggingface,
rasanya ingin cepat mencapai semua hal yang selama ini aku inginkan,anticipation,huggingface,
rasa percaya yang kamu berikan padaku adalah hal yang paling aku hargai,trust,huggingface,
rasanya mau cepetcepet tahu hasil akhirnya biar tidak penasaran terus,anticipation,huggingface,
setiap detik bersamamu adalah pengingat betapa kuatnya rasa percaya ini,trust,huggingface,
aku tahu kita bisa saling melengkapi karena kepercayaan ini,trust,huggingface,
jijik banget lihat orang buang sampah sembarangan di trotoar,disgust,huggingface,
rasa takut ini membuatku merasa seperti semua hal baik akan segera hilang,fear,huggingface,
aku merasa sangat bahagia ketika berhasil membuat strategi jitu di game,joy,huggingface,
ngitung jam terus rasanya tidak sabar buat terima feedback dari atasan,anticipation,huggingface,
setiap pengalaman bersamamu menambah keyakinanku pada hubungan ini,trust,huggingface,
aku yakin kita bisa mencapai kesuksesan jika saling percaya,trust,huggingface,
tidak habis pikir kenapa aku tidak pernah bisa konsisten dalam ngejalanin hobiku,anger,huggingface,
bermain game coop dengan temanteman selalu bikin hariku lebih ceria,joy,huggingface,
kesel maksimal alatalat buat hobiku selalu rusak di saat yang tidak tepat,anger,huggingface,
aku bahagia karena hari ini cuaca sangat cerah dan indah,joy,huggingface,
setiap interaksi kita semakin menambah kepercayaan ini,trust,huggingface,
nunggu kabar ini bikin hati gugup terus semoga hasilnya baik,anticipation,huggingface,
rasanya gugup banget memikirkan hari di mana semua janji kami terucap,anticipation,huggingface,
aku muak melihat lingkungan sekitar penuh dengan sampah,disgust,huggingface,
merasa bahagia ketika bisa menghargai halhal kecil dalam hidup yang sering terlewat,joy,huggingface,
kebahagiaan adalah bisa merasakan kedamaian dalam hati walaupun sedang menghadapi tantangan,joy,huggingface,
rasanya bahagia bisa memberikan solusi kreatif dalam proyek yang sedang aku kerjakan,joy,huggingface,
sering takut buat bilang iya padahal dalam hati aku ragu,fear,huggingface,
rasanya ingin cepat mulai bikin album foto dari liburan kemarin,anticipation,huggingface,
ngitung jam terus karena tidak sabar ingin lihat bagaimana hidup akan berubah,anticipation,huggingface,
takut kalau yang aku lakukan sekarang malah bikin aku jauh dari tujuan sebenarnya,fear,huggingface,
tidak ngerti kenapa orang buang sampah sembarangan di bioskop,disgust,huggingface,
ayah adalah teladanku dan sekarang aku kehilangan arah,sadness,huggingface,
kepercayaan ini membuatku merasa bahwa kita bisa menghadapi apapun bersama,trust,huggingface,
hubungan ini ninggalin banyak luka yang susah buat disembuhkan,sadness,huggingface,
takut memberikan semua perasaanku karena takut terluka di akhirnya,fear,huggingface,
bau sampah yang tidak diurus di belakang rumah benarbenar bikin mual,disgust,huggingface,
melihat orang yang gak bersalah disakiti bikin aku kehilangan kepercayaan pada keadilan,sadness,huggingface,
takut kalau nanti aku udah kasih yang terbaik tapi tetap aja gagal,fear,huggingface,
aku percaya kita bisa mengatasi semua masalah yang ada di depan,trust,huggingface,
tidak sabar ingin tahu bagaimana dia akan bereaksi waktu kita bertemu nanti,anticipation,huggingface,
kesel banget setiap kali ada peluang buat capai keinginan ini selalu berakhir siasia,anger,huggingface,
ngerasa capek berharap kasih sayang yang tulus tapi gak pernah ada,sadness,huggingface,
tidak bisa berhenti mikirin bagaimana hidupku akan terasa setelah perubahan ini terjadi,anticipation,huggingface,
benerbener tidak habis pikir kenapa orang bisa begitu egois,anger,huggingface,
aku percaya bahwa kita bisa menjadikan hubungan ini lebih kuat,trust,huggingface,
terkadang ngerasa dunia ini cuma milik orang yang berkuasa gak ada ruang buat yang lemah,sadness,huggingface,
