normalize_text;teks_no_stop;teks_final;label;label_id
bermain gitar sambil menyanyikan lagu kesukaan bikin aku merasa tenang dan bahagia;bermain gitar menyanyikan lagu kesukaan membuat aku merasa tenang bahagia;main gitar nyanyi lagu suka buat aku rasa tenang bahagia;joy;4
aku merasa sangat bahagia karena semua tugas yang aku kerjakan hari ini berjalan lancar;aku merasa sangat bahagia semua tugas aku kerjakan hari berjalan lancar;aku rasa sangat bahagia semua tugas aku kerja hari jalan lancar;joy;4
bahagia itu ketika bisa merasakan udara segar saat berjalan di taman;bahagia ketika merasakan udara segar berjalan taman;bahagia ketika rasa udara segar jalan taman;joy;4
aku kecewa banget karena kamu tidak pernah hargai usaha yang aku lakukan;aku kecewa banget kamu pernah hargai usaha aku lakukan;aku kecewa banget kamu pernah harga usaha aku laku;anger;0
jijik banget lihat bekas makanan yang berserakan di meja restoran;jijik banget lihat bekas makanan berserakan meja restoran;jijik banget lihat bekas makan sera meja restoran;disgust;2
kepercayaan ini tumbuh dari segala kebaikan dan ketulusan yang kamu tunjukkan;kepercayaan tumbuh segala kebaikan ketulusan kamu tunjukkan;percaya tumbuh segala baik tulus kamu tunjuk;trust;6
bahagia itu saat bisa berbicara dengan orang yang sudah lama tidak bertemu;bahagia saat berbicara orang sudah lama bertemu;bahagia saat bicara orang sudah lama temu;joy;4
bau badan orang di transportasi umum bikin aku tidak tahan sungguh menjijikkan;bau badan orang transportasi umum membuat aku tahan sungguh menjijikkan;bau badan orang transportasi umum buat aku tahan sungguh jijik;disgust;2
aku yakin dengan setiap langkah yang kamu ambil karena rasa percayaku padamu sangat besar;aku yakin setiap langkah kamu ambil rasa percayaku padamu sangat besar;aku yakin tiap langkah kamu ambil rasa percaya pada sangat besar;trust;6
mengumpulkan tugas lebih cepat dari yang diharapkan bikin hariku penuh kebahagiaan;mengumpulkan tugas lebih cepat yang diharapkan membuat hariku penuh kebahagiaan;kumpul tugas lebih cepat yang harap buat hari penuh bahagia;joy;4
kadang rasa takut itu lebih besar dari keberanian tapi tetap harus dihadapi;kadang rasa takut lebih besar keberanian tetap dihadapi;kadang rasa takut lebih besar berani tetap hadap;fear;3
sering takut buat bilang tidak padahal aku tahu kalau aku tidak mampu;sering takut buat bilang padahal aku tahu kalau aku mampu;sering takut buat bilang padahal aku tahu kalau aku mampu;fear;3
aku yakin kita akan menjadi lebih baik karena kepercayaan ini;aku yakin akan menjadi lebih baik kepercayaan;aku yakin akan jadi lebih baik percaya;trust;6
setiap momen yang kita lalui semakin menguatkan rasa percaya ini;momen kita lalui semakin menguatkan rasa percaya;momen kita lalu makin kuat rasa percaya;trust;6
tiap hari mikir bagaimana caranya biar uang cukup sampai akhir bulan;tiap hari mikir bagaimana caranya biar uang cukup akhir bulan;tiap hari mikir bagaimana cara biar uang cukup akhir bulan;sadness;5
tidak tahan lagi nunggu meeting besar besok ingin cepat beres;tahan nunggu meeting besar besok cepat beres;tahan nunggu meeting besar besok cepat beres;anticipation;1
aku rindu ceritacerita ibu yang selalu membuatku merasa aman;aku rindu ceritacerita ibu selalu membuatku merasa aman;aku rindu ceritacerita ibu selalu buat rasa aman;sadness;5
rasanya capek banget kerja keras tapi tetap gak bisa mencukupi kebutuhan seharihari;rasanya capek banget kerja keras tetap bisa mencukupi kebutuhan seharihari;rasa capek banget kerja keras tetap bisa cukup butuh seharihari;sadness;5
kesel maksimal karena dunia ini terusterusan menindas yang lemah dan memuliakan yang kuat;kesel maksimal dunia terusterusan menindas lemah memuliakan kuat;kesel maksimal dunia terusterusan tindas lemah mulia kuat;anger;0
aku yakin keputusan yang kita ambil akan membawa hasil yang positif;aku yakin keputusan kita ambil membawa hasil positif;aku yakin putus kita ambil bawa hasil positif;trust;6
serius kenapa ada orang yang tidak pernah ganti kaos kaki baunya bikin pusing;serius ada orang tidak pernah ganti kaos kaki baunya membuat pusing;serius ada orang tidak pernah ganti kaos kaki bau buat pusing;disgust;2
rasanya ingin cepat menjalani hari penuh cinta dan janji suci ini;rasanya cepat menjalani hari penuh cinta janji suci;rasa cepat jalan hari penuh cinta janji suci;anticipation;1
tidak habis pikir kenapa buku ini berakhir dengan ending yang terlalu klise;habis pikir buku berakhir ending terlalu klise;habis pikir buku akhir ending terlalu klise;anger;0
aku bahagia karena hari ini bisa melakukan hal yang membuat hatiku senang;aku bahagia hari bisa melakukan yang membuat hatiku senang;aku bahagia hari bisa laku yang buat hati senang;joy;4
aku tahu kamu akan selalu membuat pilihan yang tepat dan aku percaya sepenuhnya;aku tahu kamu selalu membuat pilihan tepat aku percaya sepenuhnya;aku tahu kamu selalu buat pilih tepat aku percaya sepenuh;trust;6
marah banget karena dunia ini terusterusan menghargai orang yang salah;marah banget dunia terusterusan menghargai orang salah;marah banget dunia terusterusan harga orang salah;anger;0
kesel maksimal karena update terbaru malah bikin game makin susah dinikmati;kesel maksimal update terbaru malah membuat game makin susah dinikmati;kesel maksimal update baru malah buat game makin susah nikmat;anger;0
utang semakin menumpuk tapi pendapatan gak pernah cukup buat bayar;utang semakin menumpuk pendapatan pernah cukup buat bayar;utang makin tumpuk dapat pernah cukup buat bayar;sadness;5
aku tahu kita bisa menghadapi setiap tantangan dengan percaya diri;aku tahu bisa menghadapi tantangan percaya diri;aku tahu bisa hadap tantang percaya diri;trust;6
melihat kebencian dan ketidakadilan di dunia ini bikin aku capek;melihat kebencian ketidakadilan dunia membuat aku capek;lihat benci ketidakadilan dunia buat aku capek;sadness;5
rasanya menyenangkan bisa mengumpulkan semua collectible items di game;rasanya menyenangkan mengumpulkan semua collectible items game;rasa senang kumpul semua collectible items game;joy;4
lingkungan yang dipenuhi dengan grafiti dan sampah membuatku tidak nyaman;lingkungan dipenuhi grafiti sampah membuatku nyaman;lingkung penuh grafit sampah buat nyaman;disgust;2
aku yakin kamu akan selalu menjaga hatiku dengan baik;aku yakin kamu selalu menjaga hatiku baik;aku yakin kamu selalu jaga hati baik;trust;6
tidak sabar buat mulai project baru bikin sketsa di buku gambar;sabar buat mulai project baru membuat sketsa buku gambar;sabar buat mulai project baru buat sketsa buku gambar;anticipation;1
udah gugup dari sekarang buat ketemu dia minggu depan;gugup sekarang buat ketemu minggu depan;gugup sekarang buat ketemu minggu depan;anticipation;1
kepergian ayah meninggalkan kekosongan yang gak bisa diisi;kepergian ayah meninggalkan kekosongan tidak diisi;pergi ayah tinggal kosong tidak isi;sadness;5
kepercayaan ini membuat hubungan kita semakin harmonis dan penuh cinta;kepercayaan membuat hubungan semakin harmonis penuh cinta;percaya buat hubung makin harmonis penuh cinta;trust;6
bau badan asam di angkutan umum;bau badan asam angkutan umum;bau badan asam angkut umum;disgust;2
hubungan ini berakhir dengan cara yang gak pernah aku bayangkan;hubungan berakhir cara tidak pernah aku bayangkan;hubung akhir cara tidak pernah aku bayang;sadness;5
rasanya frustrasi karena tidak pernah dapat hitam yang bagus di game ini;rasanya frustrasi tidak pernah hitam bagus game;rasa frustrasi tidak pernah hitam bagus game;anger;0
aku merasa bahagia karena hari ini bisa menuntaskan semua tugas yang tertunda;aku merasa bahagia hari bisa menuntaskan semua tugas tertunda;aku rasa bahagia hari bisa tuntas semua tugas tunda;joy;4
aku yakin kita bisa mencapai tujuan bersama dengan saling percaya;aku yakin bisa mencapai tujuan bersama saling percaya;aku yakin bisa capai tuju sama saling percaya;trust;6
aku bahagia bisa merajut lagi setelah sekian lama tidak melakukannya;aku bahagia merajut setelah sekian lama melakukannya;aku bahagia rajut telah sekian lama laku;joy;4
aku jijik banget lihat bekas makanan yang berserakan di dapur tidak pernah diberesin;aku jijik banget lihat bekas makanan berserakan dapur pernah diberesin;aku jijik banget lihat bekas makan sera dapur pernah resin;disgust;2
ngitung menit demi menit karena tidak tahan nunggu kabar baik;ngitung menit menit tidak tahan nunggu kabar baik;ngitung menit menit tidak tahan nunggu kabar baik;anticipation;1
mengerjakan tugas sambil duduk di kafe bikin aku merasa produktif dan bahagia;mengerjakan tugas duduk kafe membuat aku merasa produktif bahagia;kerja tugas duduk kafe buat aku rasa produktif bahagia;joy;4
aku tidak paham kenapa orang bisa makan di tempat yang penuh dengan lalat;aku paham orang makan tempat penuh lalat;aku paham orang makan tempat penuh lalat;disgust;2
rasanya bahagia bisa menyelesaikan tugas lebih cepat dan punya waktu lebih banyak untuk istirahat;rasanya bahagia menyelesaikan tugas lebih cepat punya waktu lebih banyak istirahat;rasa bahagia selesai tugas lebih cepat punya waktu lebih banyak istirahat;joy;4
kehilangan seseorang yang dicintai itu luka yang gak pernah sembuh;kehilangan seseorang dicintai luka tidak pernah sembuh;hilang orang cinta luka tidak pernah sembuh;sadness;5
takut banget kalau hasil akhirnya tidak sesuai dengan usaha yang udah dikeluarin;takut banget kalau hasil akhirnya sesuai usaha sudah dikeluarin;takut banget kalau hasil akhir sesuai usaha sudah dikeluarin;fear;3
aku tidak tahan dengan bau busuk yang berasal dari dapur ini;aku tahan bau busuk berasal dapur;aku tahan bau busuk asal dapur;disgust;2
aku masih gak percaya kamu tega melakukan ini padaku setelah semua yang kita lewati;aku tidak percaya kamu tega melakukan padaku semua kita lewati;aku tidak percaya kamu tega laku pada semua kita lewat;sadness;5
rasanya percuma usaha kalau ujungujungnya gagal terus;rasanya percuma usaha kalau ujungujungnya gagal terus;rasa percuma usaha kalau ujungujungnya gagal terus;sadness;5
ngitung hari buat lihat bagaimana hasil kerja keras di proyek ini;ngitung hari buat lihat bagaimana hasil kerja keras proyek;ngitung hari buat lihat bagaimana hasil kerja keras proyek;anticipation;1
aku merasa sangat takut setiap kali memikirkan masa depan yang tidak pasti;aku merasa sangat takut kali memikirkan masa depan tidak;aku rasa sangat takut kali pikir masa depan tidak;fear;3
bekerja dengan penuh semangat bikin aku merasa produktif dan bahagia;bekerja penuh semangat membuat aku merasa produktif bahagia;kerja penuh semangat buat aku rasa produktif bahagia;joy;4
bahagia itu adalah ketika bisa merasakan ketenangan batin tanpa alasan yang jelas;bahagia adalah bisa merasakan ketenangan batin alasan jelas;bahagia adalah bisa rasa tenang batin alas jelas;joy;4
nemu kutu di rambut orang lain;nemu kutu rambut orang;nemu kutu rambut orang;disgust;2
aku muak dengan cara orang ini memperlakukan hewan peliharaannya dengan buruk;aku muak cara orang memperlakukan hewan peliharaannya buruk;aku muak cara orang laku hewan pelihara buruk;disgust;2
rasanya dunia ini terlalu keras untuk dihuni oleh hati yang lembut;rasanya dunia terlalu keras dihuni hati lembut;rasa dunia terlalu keras huni hati lembut;sadness;5
tidak ngerti kenapa kamu tidak bisa berusaha lebih untuk hubungan kita;ngerti kamu bisa berusaha lebih hubungan;ngerti kamu bisa usaha lebih hubung;anger;0
kesel maksimal karena semua kesempatan untuk mewujudkan keinginan ini selalu hilang;kesel maksimal semua kesempatan mewujudkan keinginan selalu hilang;kesel maksimal semua sempat wujud ingin selalu hilang;anger;0
aku yakin kita bisa mencapai semua impian kita bersama;aku yakin bisa mencapai semua impian bersama;aku yakin bisa capai semua impi sama;trust;6
serius kenapa ada orang yang tidak pernah sikat gigi bikin bau banget;serius ada orang tidak pernah sikat gigi membuat bau banget;serius ada orang tidak pernah sikat gigi buat bau banget;disgust;2
rasanya ingin langsung lompat ke minggu depan biar tahu hasilnya;rasanya langsung lompat minggu depan biar tahu hasilnya;rasa langsung lompat minggu depan biar tahu hasil;anticipation;1
nemu bangkai kucing di pinggir jalan;nemu bangkai kucing pinggir jalan;nemu bangkai kucing pinggir jalan;disgust;2
tidak habis pikir kenapa dunia selalu memberi tempat bagi orang yang menyalahgunakan kekuasaan;habis pikir dunia selalu memberi tempat orang menyalahgunakan kekuasaan;habis pikir dunia selalu beri tempat orang menyalahgunakan kuasa;anger;0
setiap saat bersamamu membuatku semakin percaya;saat bersamamu membuatku semakin percaya;saat sama buat makin percaya;trust;6
rasanya bahagia banget bisa menyelesaikan tugas sambil mendengarkan musik;rasanya bahagia banget menyelesaikan tugas mendengarkan musik;rasa bahagia banget selesai tugas dengar musik;joy;4
terlalu banyak ketidakadilan di dunia ini yang gak pernah terselesaikan;terlalu banyak ketidakadilan dunia yang pernah terselesaikan;terlalu banyak ketidakadilan dunia yang pernah selesai;sadness;5
kepercayaan ini memberi arti baru pada setiap langkah yang kita ambil;kepercayaan memberi arti baru setiap langkah kita ambil;percaya beri arti baru tiap langkah kita ambil;trust;6
tidak tahan lagi ingin segera mencapai tujuan yang selama ini aku kejar;tahan ingin segera mencapai tujuan selama aku kejar;tahan ingin segera capai tuju lama aku kejar;anticipation;1
kesel banget karena alatalat hobi ini selalu mahal dan sulit didapat;kesel banget alatalat hobi selalu mahal sulit didapat;kesel banget alatalat hobi selalu mahal sulit dapat;anger;0
aku yakin keputusanmu selalu didasari oleh niat baik;aku yakin keputusanmu selalu didasari niat baik;aku yakin putus selalu dasar niat baik;trust;6
makan di cafe sambil ngobrol santai bikin suasana hati jadi senang;makan cafe ngobrol santai membuat suasana hati jadi senang;makan cafe ngobrol santai buat suasana hati jadi senang;joy;4
kepergiannya ninggalin luka yang gak akan sembuh;kepergiannya ninggalin luka tidak sembuh;pergi ninggalin luka tidak sembuh;sadness;5
marah banget karena garansi barang ini tidak berlaku meskipun baru beli;marah banget garansi barang tidak berlaku meskipun baru beli;marah banget garansi barang tidak laku meski baru beli;anger;0
ingin banget tahu bagaimana hasil pitch deck yang aku presentasikan kemarin;banget tahu bagaimana hasil pitch deck aku presentasikan kemarin;banget tahu bagaimana hasil pitch deck aku presentasi kemarin;anticipation;1
kepercayaan kita adalah pondasi yang tidak akan mudah goyah oleh apapun;kepercayaan adalah pondasi tidak mudah goyah apapun;percaya adalah pondasi tidak mudah goyah apa;trust;6
jijik banget lihat rambut rontok berserakan di wastafel;jijik banget lihat rambut rontok berserakan wastafel;jijik banget lihat rambut rontok sera wastafel;disgust;2
aku tidak pernah meragukanmu karena kepercayaan ini sudah terjalin;aku pernah meragukanmu kepercayaan sudah terjalin;aku pernah ragu percaya sudah jalin;trust;6
sering kepikiran takut gagal padahal belum mulai apaapa;sering kepikiran takut gagal padahal mulai apaapa;sering pikir takut gagal padahal mulai apaapa;fear;3
marah banget rasanya ingin berhenti peduli sama semuanya;marah banget rasanya berhenti peduli sama semuanya;marah banget rasa henti peduli sama semua;anger;0
rasanya dunia runtuh ketika aku tahu bahwa dia mengkhianatiku;rasanya dunia runtuh aku tahu dia mengkhianatiku;rasa dunia runtuh aku tahu dia khianat;sadness;5
