Usia Anda,Jenis Kelamin,Jam Tidur Semalam,Seberapa Sibuk Anda Hari Ini (1-5),Seberapa Banyak Tugas/Pekerjaan (1-5),Seberapa Tertekan Anda (1-5),Suasana Hati Anda (1-5),Seberapa Sering Merasa Lelah Emosional (1-5),Seberapa Termotivasi Anda (1-5),Ceritakan Hari Anda Hari Ini
21 - 23 tahun,Perempuan,11,3,2,2,5,4,2,seneng bgt dapet nilai bagus pas ujian tadi
24 - 26 tahun,Laki-laki,6,1,1,1,5,1,4,"hari ini chill tapi tetep produktif, perfect combo"
18 tahun,Perempuan,6,1,1,1,5,1,5,"happy banget hari ini, banyak hal baik terjadi"
18 - 20 tahun,Laki-laki,4,4,5,4,1,5,1,"susah fokus banget, pikiran lari kemana-mana terus"
18 tahun,Perempuan,6,3,2,2,4,2,4,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
> 26 tahun,Perempuan,5,5,5,4,2,5,2,lelah ngejar semuanya tapi kayak ga pernah sampe
> 26 tahun,Perempuan,5,5,5,4,2,4,2,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
> 26 tahun,Perempuan,7,5,5,4,1,5,2,"bad day banget, hampir nangis beberapa kali hari ini"
18 - 20 tahun,Perempuan,3,5,4,4,2,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
21 - 23 tahun,Perempuan,10,4,3,2,4,4,2,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
> 26 tahun,Perempuan,11,4,4,5,1,5,1,"tugas segunung, waktu secuil, otak udah mati duluan"
24 - 26 tahun,Perempuan,9,3,2,2,5,4,3,seneng bgt dapet nilai bagus pas ujian tadi
18 - 20 tahun,Perempuan,4,2,3,4,2,3,2,"emotional banget hari ini, gampang baper sama hal kecil"
> 26 tahun,Perempuan,8,3,4,4,3,4,2,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
21 - 23 tahun,Perempuan,5,5,5,4,3,4,3,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
18 tahun,Perempuan,10,2,2,3,4,4,2,kerja keras dikit tapi hasilnya ya segitu-gitu aja
21 - 23 tahun,Perempuan,10,1,2,1,5,1,5,finally kelar juga projek yang udah molor berminggu-minggu
21 - 23 tahun,Laki-laki,9,3,3,2,5,2,3,ngerasa punya achievement kecil tapi berarti banget buat aku
21 - 23 tahun,Perempuan,1,1,1,2,5,2,3,seneng bgt dapet nilai bagus pas ujian tadi
24 - 26 tahun,Laki-laki,9,2,1,2,4,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
> 26 tahun,Laki-laki,5,2,3,2,3,2,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
21 - 23 tahun,Laki-laki,8,5,5,5,2,5,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
21 - 23 tahun,Laki-laki,4,5,4,5,2,5,1,"stress parah, deadline mepet semua barengan nyerang"
> 26 tahun,Laki-laki,7,3,4,4,2,2,4,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
21 - 23 tahun,Laki-laki,9,3,3,3,3,2,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
21 - 23 tahun,Perempuan,8,2,1,2,4,3,3,"produktif parah hari ini, kayak mesin yang ga berhenti"
18 tahun,Perempuan,3,5,4,5,1,5,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
> 26 tahun,Perempuan,6,1,2,2,3,1,5,"hari ini chill tapi tetep produktif, perfect combo"
24 - 26 tahun,Laki-laki,7,3,3,2,3,2,3,"hari ini so-so aja, antara males dan mau usaha"
24 - 26 tahun,Laki-laki,7,2,1,2,5,2,3,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
21 - 23 tahun,Perempuan,12,1,1,1,5,1,4,pagi tadi olahraga dulu jadinya badan enak banget
> 26 tahun,Perempuan,5,4,3,2,5,2,5,pagi tadi olahraga dulu jadinya badan enak banget
18 - 20 tahun,Perempuan,4,4,3,4,3,5,1,"cape hati, bukan cape badan — itu yang paling melelahkan"
21 - 23 tahun,Laki-laki,10,5,4,4,3,5,1,"cape hati, bukan cape badan — itu yang paling melelahkan"
21 - 23 tahun,Laki-laki,4,1,2,2,3,2,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
21 - 23 tahun,Laki-laki,5,4,4,5,2,4,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
18 - 20 tahun,Perempuan,4,5,5,5,2,5,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
24 - 26 tahun,Perempuan,5,3,3,3,2,4,3,"gak ada komplain sih sebenernya, tapi gak excited juga"
21 - 23 tahun,Perempuan,7,5,4,4,2,4,1,"down parah hari ini, semangat nol besar"
24 - 26 tahun,Perempuan,8,4,5,5,1,5,2,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
21 - 23 tahun,Perempuan,4,4,3,4,1,3,4,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
24 - 26 tahun,Perempuan,5,4,5,4,3,4,1,pengen kabur dari semua tanggung jawab ini sesaat aja
18 - 20 tahun,Laki-laki,6,1,1,1,5,1,4,cuaca cerah bikin hati ikutan happy ga keruan
21 - 23 tahun,Laki-laki,10,3,2,2,3,2,4,"ketemu temen lama, ngobrol sampe lupa waktu deh"
18 - 20 tahun,Perempuan,4,5,4,4,1,4,1,"semua hal kerasa berat dan susah hari ini, capek"
> 26 tahun,Perempuan,8,4,5,4,2,3,3,"cape hati, bukan cape badan — itu yang paling melelahkan"
18 - 20 tahun,Laki-laki,8,5,5,5,2,4,1,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
> 26 tahun,Perempuan,5,5,5,5,1,5,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
> 26 tahun,Perempuan,3,5,5,4,3,4,1,"badan oke tapi hati hancur, ga tau kenapa juga"
18 - 20 tahun,Laki-laki,5,2,3,4,2,2,5,"lumayan lah, ada naik turunnya tapi masih oke"
24 - 26 tahun,Laki-laki,7,2,3,2,5,3,3,"kerjaan beres semua, sisa waktu buat rebahan tenang"
21 - 23 tahun,Perempuan,8,5,5,5,2,5,1,nangis di kamar mandi karena udah gak tahan stressnya
21 - 23 tahun,Laki-laki,9,1,1,1,4,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
18 - 20 tahun,Perempuan,6,2,2,2,5,1,4,"hari ini berasa ringan banget, kayak abis lepas beban"
18 - 20 tahun,Perempuan,6,5,4,4,3,5,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
21 - 23 tahun,Perempuan,6,4,4,4,2,3,2,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
18 - 20 tahun,Laki-laki,6,1,1,2,5,2,5,seneng bgt dapet nilai bagus pas ujian tadi
24 - 26 tahun,Laki-laki,4,1,1,1,5,1,5,"mood on fire dari pagi, semua kerasa ringan"
21 - 23 tahun,Perempuan,8,3,2,4,3,2,5,"mood normal, tidak galau tidak juga bahagia berlebihan"
21 - 23 tahun,Perempuan,9,3,3,3,3,4,3,"hari ini biasa aja sih, gak ada yang spesial"
21 - 23 tahun,Perempuan,9,2,2,1,4,2,5,"mood on fire dari pagi, semua kerasa ringan"
21 - 23 tahun,Perempuan,9,4,5,4,2,3,3,"down parah hari ini, semangat nol besar"
21 - 23 tahun,Laki-laki,6,4,4,5,1,4,1,"bad day banget, hampir nangis beberapa kali hari ini"
18 - 20 tahun,Laki-laki,7,3,3,2,4,2,5,"hari ini berasa ringan banget, kayak abis lepas beban"
21 - 23 tahun,Laki-laki,7,3,4,2,5,2,3,"happy banget hari ini, banyak hal baik terjadi"
> 26 tahun,Laki-laki,7,5,5,5,1,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
18 tahun,Perempuan,6,3,4,4,3,4,1,"exhausted total, jalan aja udah kayak zombie"
18 - 20 tahun,Laki-laki,2,5,5,4,1,4,1,lelah ngejar semuanya tapi kayak ga pernah sampe
18 - 20 tahun,Perempuan,8,1,1,1,5,2,3,"ketemu temen lama, ngobrol sampe lupa waktu deh"
18 - 20 tahun,Laki-laki,6,1,1,2,4,2,5,seneng bgt dapet nilai bagus pas ujian tadi
21 - 23 tahun,Laki-laki,5,2,2,2,5,3,3,"ketemu temen lama, ngobrol sampe lupa waktu deh"
21 - 23 tahun,Laki-laki,7,5,5,5,1,5,1,"capek banget, tugas numpuk kayak ga ada habisnya"
> 26 tahun,Perempuan,9,5,4,5,1,5,1,"cape hati, bukan cape badan — itu yang paling melelahkan"
21 - 23 tahun,Perempuan,3,4,4,5,2,4,2,"susah fokus banget, pikiran lari kemana-mana terus"
21 - 23 tahun,Perempuan,7,4,4,4,3,3,4,overthinking dikit tapi masih bisa dikendaliin untungnya
18 - 20 tahun,Laki-laki,3,2,2,3,4,2,5,"hari ini penuh tawa, lupa sama capek dan penat"
18 tahun,Laki-laki,10,4,4,5,1,4,1,"burnout parah, udah gak sanggup lagi kayaknya"
21 - 23 tahun,Laki-laki,6,2,2,1,5,1,5,"hari ini seger banget, semua tugas kelar on time"
18 tahun,Laki-laki,8,4,4,5,1,4,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
18 tahun,Perempuan,10,3,4,4,2,4,2,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
18 - 20 tahun,Laki-laki,8,4,3,4,2,3,2,"stress parah, deadline mepet semua barengan nyerang"
21 - 23 tahun,Perempuan,4,4,3,2,5,2,5,excited karena dapet kesempatan baru yang udah lama ditunggu
18 - 20 tahun,Perempuan,5,1,2,2,3,2,5,pagi tadi olahraga dulu jadinya badan enak banget
24 - 26 tahun,Laki-laki,8,1,1,2,4,2,3,"pulang lebih awal, sempet me time yang udah lama kangen"
18 tahun,Laki-laki,9,2,2,1,4,1,4,"hari ini chill tapi tetep produktif, perfect combo"
18 tahun,Perempuan,9,1,1,1,5,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
18 tahun,Perempuan,9,3,4,4,1,4,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
21 - 23 tahun,Perempuan,5,1,1,1,4,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
18 - 20 tahun,Perempuan,6,1,2,2,5,2,4,pagi tadi olahraga dulu jadinya badan enak banget
18 tahun,Perempuan,5,5,5,4,3,5,2,"exhausted total, jalan aja udah kayak zombie"
18 - 20 tahun,Perempuan,6,4,5,5,1,4,1,"badan oke tapi hati hancur, ga tau kenapa juga"
> 26 tahun,Laki-laki,3,1,2,2,4,2,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
24 - 26 tahun,Perempuan,8,1,1,1,5,1,5,alhamdulillah hari ini lancar banget ga ada hambatan
24 - 26 tahun,Laki-laki,7,1,1,1,5,1,4,"happy banget hari ini, banyak hal baik terjadi"
21 - 23 tahun,Laki-laki,5,5,5,5,1,4,2,"badan oke tapi hati hancur, ga tau kenapa juga"
21 - 23 tahun,Laki-laki,7,4,5,4,1,3,4,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
21 - 23 tahun,Perempuan,3,2,3,4,3,2,5,"fine-fine aja sih, cuma capek biasa yang wajar"
21 - 23 tahun,Perempuan,6,1,1,1,4,1,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
> 26 tahun,Laki-laki,4,2,3,4,1,2,5,"lumayan lah, ada naik turunnya tapi masih oke"
21 - 23 tahun,Perempuan,4,2,1,2,3,3,2,"ngerjain kewajiban, setelah itu ya sudah lah"
18 - 20 tahun,Perempuan,8,3,3,2,4,2,4,"ketemu temen lama, ngobrol sampe lupa waktu deh"
21 - 23 tahun,Perempuan,7,4,3,4,1,4,2,"hari ini berat banget, ngerasa down dari pagi"
24 - 26 tahun,Laki-laki,7,2,3,4,1,3,3,"cape hati, bukan cape badan — itu yang paling melelahkan"
18 - 20 tahun,Perempuan,7,4,3,4,1,5,1,"down parah hari ini, semangat nol besar"
18 - 20 tahun,Perempuan,1,5,5,5,1,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
> 26 tahun,Laki-laki,6,4,4,5,2,4,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
> 26 tahun,Perempuan,10,2,1,2,4,3,3,dapat apresiasi dari dosen bikin semangat dobel hari ini
24 - 26 tahun,Laki-laki,6,1,2,2,4,2,3,alhamdulillah hari ini lancar banget ga ada hambatan
21 - 23 tahun,Laki-laki,6,1,2,2,5,1,5,"pulang lebih awal, sempet me time yang udah lama kangen"
21 - 23 tahun,Laki-laki,5,5,5,5,1,4,1,"hari ini berat banget, ngerasa down dari pagi"
21 - 23 tahun,Laki-laki,6,5,4,5,1,5,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
18 - 20 tahun,Perempuan,11,4,5,4,3,4,3,"fine-fine aja sih, cuma capek biasa yang wajar"
18 - 20 tahun,Laki-laki,9,3,2,2,5,2,5,semangat banget ngerjain tugas karena topiknya menarik bgt
24 - 26 tahun,Perempuan,4,4,3,2,3,4,2,"gak tau mau bilang apa, rasanya ya begitulah"
21 - 23 tahun,Perempuan,6,2,2,1,5,1,4,"kerjaan beres semua, sisa waktu buat rebahan tenang"
18 - 20 tahun,Laki-laki,6,2,1,1,4,2,3,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
24 - 26 tahun,Perempuan,10,4,4,5,2,4,3,"exhausted total, jalan aja udah kayak zombie"
18 tahun,Perempuan,4,1,1,1,5,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
21 - 23 tahun,Perempuan,3,1,2,2,3,1,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
24 - 26 tahun,Perempuan,7,3,3,3,3,4,2,"hari ini so-so aja, antara males dan mau usaha"
21 - 23 tahun,Laki-laki,12,2,2,3,3,2,5,pagi tadi olahraga dulu jadinya badan enak banget
> 26 tahun,Laki-laki,9,1,1,2,4,2,3,"hari ini seger banget, semua tugas kelar on time"
21 - 23 tahun,Laki-laki,5,2,2,2,5,3,4,"reconnect sama passion lama hari ini, bikin semangat lagi"
21 - 23 tahun,Perempuan,5,3,2,4,2,2,5,"hari ini so-so aja, antara males dan mau usaha"
21 - 23 tahun,Perempuan,7,5,4,4,2,4,3,"burnout parah, udah gak sanggup lagi kayaknya"
24 - 26 tahun,Perempuan,5,2,3,4,3,4,1,"bad day banget, hampir nangis beberapa kali hari ini"
21 - 23 tahun,Perempuan,9,5,5,4,2,4,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
18 - 20 tahun,Perempuan,8,1,1,1,5,1,4,"hari ini penuh tawa, lupa sama capek dan penat"
> 26 tahun,Laki-laki,9,2,3,2,5,2,5,finally kelar juga projek yang udah molor berminggu-minggu
21 - 23 tahun,Laki-laki,8,4,3,4,2,3,4,kerja keras dikit tapi hasilnya ya segitu-gitu aja
> 26 tahun,Perempuan,6,4,5,5,2,4,1,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
18 - 20 tahun,Perempuan,4,3,4,4,1,4,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
18 - 20 tahun,Perempuan,6,1,1,1,5,2,3,"reconnect sama passion lama hari ini, bikin semangat lagi"
21 - 23 tahun,Perempuan,9,2,3,4,3,4,1,"burnout parah, udah gak sanggup lagi kayaknya"
21 - 23 tahun,Perempuan,6,2,2,1,5,2,4,"happy banget hari ini, banyak hal baik terjadi"
21 - 23 tahun,Perempuan,8,1,2,2,4,2,5,finally kelar juga projek yang udah molor berminggu-minggu
18 - 20 tahun,Laki-laki,7,2,2,2,5,2,3,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
21 - 23 tahun,Laki-laki,5,2,3,4,1,2,4,pengen kabur dari semua tanggung jawab ini sesaat aja
18 - 20 tahun,Laki-laki,10,2,1,2,4,2,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
21 - 23 tahun,Perempuan,6,1,2,2,4,2,5,"hari ini penuh tawa, lupa sama capek dan penat"
18 - 20 tahun,Laki-laki,6,2,2,3,2,4,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
21 - 23 tahun,Laki-laki,6,4,4,3,2,2,5,"biasa aja, nothing special, just another day"
24 - 26 tahun,Perempuan,8,5,4,5,1,5,1,"exhausted total, jalan aja udah kayak zombie"
> 26 tahun,Perempuan,12,2,1,1,5,2,4,"pikiran jernih banget hari ini, bisa fokus full"
21 - 23 tahun,Perempuan,8,2,1,1,4,2,4,cuaca cerah bikin hati ikutan happy ga keruan
24 - 26 tahun,Laki-laki,8,4,5,5,2,4,2,lelah ngejar semuanya tapi kayak ga pernah sampe
18 - 20 tahun,Laki-laki,6,1,1,1,4,1,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
> 26 tahun,Perempuan,7,5,5,5,2,5,1,"susah fokus banget, pikiran lari kemana-mana terus"
21 - 23 tahun,Laki-laki,8,3,4,2,3,2,3,hari ini terasa panjang tapi ya udah dijalanin aja
> 26 tahun,Laki-laki,4,1,1,2,5,2,4,seneng bgt dapet nilai bagus pas ujian tadi
21 - 23 tahun,Laki-laki,8,1,1,2,3,1,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
18 - 20 tahun,Laki-laki,9,1,1,1,5,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
18 - 20 tahun,Perempuan,8,1,1,2,4,2,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
21 - 23 tahun,Laki-laki,1,3,2,4,2,4,3,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
18 - 20 tahun,Perempuan,5,3,4,4,3,2,5,"ya gini-gini aja, standar banget hari ini mah"
21 - 23 tahun,Perempuan,2,2,2,1,4,2,5,"mood on fire dari pagi, semua kerasa ringan"
21 - 23 tahun,Perempuan,8,4,3,4,2,4,2,"exhausted total, jalan aja udah kayak zombie"
21 - 23 tahun,Perempuan,5,4,5,4,3,3,2,nangis di kamar mandi karena udah gak tahan stressnya
> 26 tahun,Laki-laki,5,3,4,4,3,4,3,tugas beres tapi gak ngerasa puas atau kecewa
21 - 23 tahun,Perempuan,12,4,4,3,4,2,3,"cukup lah hari ini, tidak lebih tidak kurang"
18 - 20 tahun,Perempuan,7,1,1,2,3,2,4,"hari ini berasa ringan banget, kayak abis lepas beban"
18 - 20 tahun,Laki-laki,5,1,1,1,4,1,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
> 26 tahun,Perempuan,8,3,4,4,1,4,2,"hari ini drama banget, banyak hal yang salah semua"
21 - 23 tahun,Laki-laki,10,2,2,2,3,2,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
> 26 tahun,Perempuan,7,4,4,5,1,4,1,"emotional banget hari ini, gampang baper sama hal kecil"
24 - 26 tahun,Laki-laki,4,5,5,5,1,5,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
24 - 26 tahun,Perempuan,7,4,3,4,2,4,3,"hari ini drama banget, banyak hal yang salah semua"
18 - 20 tahun,Perempuan,11,2,2,3,2,2,4,kerja keras dikit tapi hasilnya ya segitu-gitu aja
18 - 20 tahun,Perempuan,3,2,1,1,5,1,4,dapet feedback positif yang bikin makin yakin sama diri sendiri
18 - 20 tahun,Laki-laki,9,1,1,2,5,2,3,"kerjaan beres semua, sisa waktu buat rebahan tenang"
21 - 23 tahun,Laki-laki,8,5,5,4,2,4,3,"down parah hari ini, semangat nol besar"
> 26 tahun,Laki-laki,8,5,5,5,1,5,2,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
24 - 26 tahun,Perempuan,6,2,3,4,1,2,3,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
24 - 26 tahun,Perempuan,11,4,4,4,1,4,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
> 26 tahun,Perempuan,7,1,1,1,5,1,5,"mood on fire dari pagi, semua kerasa ringan"
18 tahun,Laki-laki,6,3,4,4,1,4,3,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
18 tahun,Perempuan,6,3,3,2,3,2,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
21 - 23 tahun,Perempuan,6,2,1,2,5,1,5,finally kelar juga projek yang udah molor berminggu-minggu
> 26 tahun,Perempuan,9,3,2,2,4,2,4,belajar hal baru hari ini dan rasanya nagih banget
21 - 23 tahun,Perempuan,9,1,1,2,4,1,4,belajar hal baru hari ini dan rasanya nagih banget
24 - 26 tahun,Perempuan,10,2,1,1,5,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
21 - 23 tahun,Perempuan,2,2,2,3,3,2,4,"ya jalani aja, toh besok juga bakal ada hari baru"
21 - 23 tahun,Laki-laki,8,3,3,4,3,4,2,"bad day banget, hampir nangis beberapa kali hari ini"
18 - 20 tahun,Perempuan,2,2,2,3,2,4,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
21 - 23 tahun,Perempuan,12,1,1,1,5,1,5,seneng bgt dapet nilai bagus pas ujian tadi
24 - 26 tahun,Perempuan,4,5,4,4,2,4,2,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
21 - 23 tahun,Perempuan,6,1,2,2,5,2,3,"mood on fire dari pagi, semua kerasa ringan"
> 26 tahun,Laki-laki,8,2,1,1,5,1,5,"mood on fire dari pagi, semua kerasa ringan"
> 26 tahun,Perempuan,7,1,1,1,5,2,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
21 - 23 tahun,Perempuan,6,4,3,4,2,5,1,"pikiran gelap dateng lagi, susah diusir pergi"
18 - 20 tahun,Perempuan,11,4,3,4,1,3,2,"capek banget, tugas numpuk kayak ga ada habisnya"
18 tahun,Laki-laki,5,4,4,5,1,4,1,"semua hal kerasa berat dan susah hari ini, capek"
> 26 tahun,Perempuan,5,1,2,1,5,2,3,"produktif parah hari ini, kayak mesin yang ga berhenti"
21 - 23 tahun,Laki-laki,8,5,5,5,1,4,3,nangis di kamar mandi karena udah gak tahan stressnya
18 - 20 tahun,Perempuan,10,2,3,4,3,2,3,overthinking dikit tapi masih bisa dikendaliin untungnya
> 26 tahun,Laki-laki,9,2,3,2,3,1,5,"pulang lebih awal, sempet me time yang udah lama kangen"
21 - 23 tahun,Laki-laki,12,2,3,4,1,2,3,"down parah hari ini, semangat nol besar"
21 - 23 tahun,Laki-laki,10,5,5,5,1,5,2,"anxious dari pagi, banyak hal yang bikin khawatir"
> 26 tahun,Perempuan,6,5,4,4,3,4,3,"gak ada yang aneh, ngalir aja kayak biasa"
18 - 20 tahun,Laki-laki,3,2,3,2,4,3,4,"reconnect sama passion lama hari ini, bikin semangat lagi"
21 - 23 tahun,Perempuan,6,5,5,5,1,5,2,nangis di kamar mandi karena udah gak tahan stressnya
18 - 20 tahun,Perempuan,7,5,5,4,3,4,3,hari ini terasa panjang tapi ya udah dijalanin aja
24 - 26 tahun,Perempuan,9,3,4,4,3,2,3,"kadang bosen kadang oke, selang-seling gitu rasanya"
18 tahun,Perempuan,2,2,2,1,5,1,5,alhamdulillah hari ini lancar banget ga ada hambatan
> 26 tahun,Perempuan,4,3,4,4,2,4,1,"semua hal kerasa berat dan susah hari ini, capek"
24 - 26 tahun,Perempuan,7,3,2,4,1,4,1,nangis di kamar mandi karena udah gak tahan stressnya
18 - 20 tahun,Laki-laki,7,5,4,5,2,5,1,"semua hal kerasa berat dan susah hari ini, capek"
24 - 26 tahun,Laki-laki,7,4,3,4,2,3,4,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
24 - 26 tahun,Laki-laki,4,2,3,4,2,3,2,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
18 - 20 tahun,Perempuan,4,2,1,2,4,3,2,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
18 - 20 tahun,Perempuan,10,4,5,5,1,4,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
21 - 23 tahun,Perempuan,8,4,3,4,3,3,4,kerja keras dikit tapi hasilnya ya segitu-gitu aja
24 - 26 tahun,Laki-laki,6,1,1,1,5,1,4,alhamdulillah hari ini lancar banget ga ada hambatan
24 - 26 tahun,Perempuan,11,5,4,4,1,5,2,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
24 - 26 tahun,Perempuan,4,5,5,4,2,4,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
18 - 20 tahun,Perempuan,5,5,4,4,1,4,3,"hari ini drama banget, banyak hal yang salah semua"
18 - 20 tahun,Laki-laki,6,1,1,1,4,1,5,"happy banget hari ini, banyak hal baik terjadi"
21 - 23 tahun,Perempuan,10,4,5,5,1,4,1,"anxious dari pagi, banyak hal yang bikin khawatir"
18 - 20 tahun,Laki-laki,5,1,2,2,3,2,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
18 tahun,Perempuan,6,3,4,2,5,2,3,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
21 - 23 tahun,Perempuan,9,3,2,2,4,4,2,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
18 - 20 tahun,Laki-laki,9,1,1,2,3,2,3,"badan oke pikiran oke, tapi gak ada spark gitu"
21 - 23 tahun,Laki-laki,12,1,1,2,4,2,4,"happy banget hari ini, banyak hal baik terjadi"
18 - 20 tahun,Laki-laki,4,4,4,4,2,4,2,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
21 - 23 tahun,Laki-laki,4,2,2,2,5,2,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
21 - 23 tahun,Perempuan,5,1,2,2,4,2,5,"hari ini berasa ringan banget, kayak abis lepas beban"
24 - 26 tahun,Laki-laki,8,2,2,1,4,1,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
21 - 23 tahun,Perempuan,4,3,3,2,4,2,3,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
24 - 26 tahun,Laki-laki,10,2,1,1,4,2,3,finally kelar juga projek yang udah molor berminggu-minggu
> 26 tahun,Laki-laki,6,1,2,2,4,1,5,finally kelar juga projek yang udah molor berminggu-minggu
21 - 23 tahun,Perempuan,9,2,1,1,5,1,4,alhamdulillah hari ini lancar banget ga ada hambatan
18 tahun,Laki-laki,9,2,1,2,5,1,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
24 - 26 tahun,Perempuan,6,3,3,4,3,2,4,"ya gini-gini aja, standar banget hari ini mah"
18 - 20 tahun,Laki-laki,2,2,3,2,3,2,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
> 26 tahun,Perempuan,8,3,4,4,2,4,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
> 26 tahun,Perempuan,3,4,3,4,1,4,3,"lelah fisik sama mental, dua-duanya udah di titik mentok"
18 - 20 tahun,Perempuan,8,5,5,4,3,4,2,"badan oke tapi hati hancur, ga tau kenapa juga"
21 - 23 tahun,Perempuan,6,1,1,2,4,1,5,finally kelar juga projek yang udah molor berminggu-minggu
18 - 20 tahun,Perempuan,9,3,2,2,4,2,5,finally kelar juga projek yang udah molor berminggu-minggu
18 tahun,Laki-laki,8,3,2,4,1,4,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
18 - 20 tahun,Laki-laki,7,5,5,4,1,4,1,"pikiran gelap dateng lagi, susah diusir pergi"
18 tahun,Perempuan,5,4,5,4,2,4,3,"tugas segunung, waktu secuil, otak udah mati duluan"
> 26 tahun,Laki-laki,4,4,5,5,1,5,1,"stress parah, deadline mepet semua barengan nyerang"
21 - 23 tahun,Perempuan,7,1,1,1,4,2,4,seneng bgt dapet nilai bagus pas ujian tadi
> 26 tahun,Perempuan,8,2,3,4,1,4,1,"emotional banget hari ini, gampang baper sama hal kecil"
21 - 23 tahun,Laki-laki,8,3,3,2,4,2,4,"pulang lebih awal, sempet me time yang udah lama kangen"
