Jam Tidur Semalam,Seberapa Sibuk Anda Hari Ini (1-5),Seberapa Banyak Tugas/Pekerjaan (1-5),Suasana Hati Anda (1-5),Ceritakan Hari Anda Hari Ini
9,3,2,4,finally kelar juga projek yang udah molor berminggu-minggu
8,3,2,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
7,5,5,1,"pikiran gelap dateng lagi, susah diusir pergi"
5,4,5,2,"tugas segunung, waktu secuil, otak udah mati duluan"
4,4,5,1,"stress parah, deadline mepet semua barengan nyerang"
7,1,1,4,seneng bgt dapet nilai bagus pas ujian tadi
8,2,3,1,"emotional banget hari ini, gampang baper sama hal kecil"
8,3,3,4,"pulang lebih awal, sempet me time yang udah lama kangen"
10,4,3,5,"gak ada yang aneh, ngalir aja kayak biasa"
4,1,1,5,finally kelar juga projek yang udah molor berminggu-minggu
5,1,1,4,seneng bgt dapet nilai bagus pas ujian tadi
5,4,4,3,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
6,5,5,2,"badan oke tapi hati hancur, ga tau kenapa juga"
7,3,4,5,"mood normal, tidak galau tidak juga bahagia berlebihan"
7,2,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
10,1,1,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
4,1,1,4,seneng bgt dapet nilai bagus pas ujian tadi
7,4,3,2,"gak ada yang aneh, ngalir aja kayak biasa"
5,5,4,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
5,1,2,4,"ketemu temen lama, ngobrol sampe lupa waktu deh"
6,3,4,2,"semua hal kerasa berat dan susah hari ini, capek"
10,4,4,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
9,4,4,2,"down parah hari ini, semangat nol besar"
7,3,4,3,"hari ini so-so aja, antara males dan mau usaha"
11,4,4,4,"gak tau mau bilang apa, rasanya ya begitulah"
11,2,3,5,pagi tadi olahraga dulu jadinya badan enak banget
6,5,4,1,pengen balik ke kasur dan ga keluar selamanya rasanya
7,1,1,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
7,4,4,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
4,2,2,4,"pulang lebih awal, sempet me time yang udah lama kangen"
5,4,5,3,"hari ini berat banget, ngerasa down dari pagi"
8,5,5,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
7,1,2,4,"hari ini berasa ringan banget, kayak abis lepas beban"
5,4,3,2,pengen kabur dari semua tanggung jawab ini sesaat aja
5,3,3,2,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
2,1,1,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
12,2,3,3,semangat banget ngerjain tugas karena topiknya menarik bgt
7,2,3,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
5,2,3,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
9,2,2,4,"hari ini chill tapi tetep produktif, perfect combo"
4,5,5,1,"stress parah, deadline mepet semua barengan nyerang"
6,3,2,5,"mood on fire dari pagi, semua kerasa ringan"
9,4,4,1,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
7,1,1,5,"happy banget hari ini, banyak hal baik terjadi"
3,4,4,3,"gak banyak ngomong hari ini, lebih banyak mikir sendiri"
11,1,1,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
4,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
12,4,5,2,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
5,1,2,5,"mood on fire dari pagi, semua kerasa ringan"
5,3,2,3,"gak ada yang aneh, ngalir aja kayak biasa"
11,3,4,3,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
10,3,2,5,semangat banget ngerjain tugas karena topiknya menarik bgt
7,2,1,4,"hari ini chill tapi tetep produktif, perfect combo"
5,1,2,4,belajar hal baru hari ini dan rasanya nagih banget
3,2,1,4,cuaca cerah bikin hati ikutan happy ga keruan
11,5,5,1,"badan oke tapi hati hancur, ga tau kenapa juga"
5,2,3,4,finally kelar juga projek yang udah molor berminggu-minggu
8,2,2,3,seneng bgt dapet nilai bagus pas ujian tadi
7,1,2,5,seneng bgt dapet nilai bagus pas ujian tadi
8,4,4,1,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
6,1,1,5,semangat banget ngerjain tugas karena topiknya menarik bgt
2,5,4,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
2,1,1,4,cuaca cerah bikin hati ikutan happy ga keruan
6,5,5,2,"pikiran gelap dateng lagi, susah diusir pergi"
9,1,1,3,pagi tadi olahraga dulu jadinya badan enak banget
12,4,3,3,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
7,1,2,5,pagi tadi olahraga dulu jadinya badan enak banget
6,5,5,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
4,5,5,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
8,3,3,2,"semua hal kerasa berat dan susah hari ini, capek"
6,2,3,3,"lumayan lah, ada naik turunnya tapi masih oke"
5,2,2,3,"hari ini so-so aja, antara males dan mau usaha"
7,3,3,2,"emotional banget hari ini, gampang baper sama hal kecil"
10,4,4,2,"down parah hari ini, semangat nol besar"
8,5,5,1,"anxious dari pagi, banyak hal yang bikin khawatir"
5,1,1,5,excited karena dapet kesempatan baru yang udah lama ditunggu
6,2,1,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
4,4,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
7,5,5,3,"kadang bosen kadang oke, selang-seling gitu rasanya"
3,1,2,3,finally kelar juga projek yang udah molor berminggu-minggu
8,4,4,1,nangis di kamar mandi karena udah gak tahan stressnya
5,3,4,2,"burnout parah, udah gak sanggup lagi kayaknya"
7,3,4,3,seneng bgt dapet nilai bagus pas ujian tadi
6,1,2,4,"ketemu temen lama, ngobrol sampe lupa waktu deh"
4,1,2,4,"kerjaan beres semua, sisa waktu buat rebahan tenang"
3,1,2,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
4,3,4,2,"tugas segunung, waktu secuil, otak udah mati duluan"
7,3,3,4,"produktif parah hari ini, kayak mesin yang ga berhenti"
9,5,5,2,"stress parah, deadline mepet semua barengan nyerang"
5,2,2,3,dapet feedback positif yang bikin makin yakin sama diri sendiri
5,1,1,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
10,5,4,3,pengen kabur dari semua tanggung jawab ini sesaat aja
5,2,1,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
6,3,3,3,"happy banget hari ini, banyak hal baik terjadi"
11,5,5,1,"hari ini drama banget, banyak hal yang salah semua"
6,2,2,2,"ngerjain kewajiban, setelah itu ya sudah lah"
9,1,1,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
11,3,2,1,"hari ini berat banget, ngerasa down dari pagi"
10,2,3,2,"burnout parah, udah gak sanggup lagi kayaknya"
7,2,3,5,"happy banget hari ini, banyak hal baik terjadi"
4,5,4,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
10,4,3,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
6,3,3,3,"hari ini biasa aja sih, gak ada yang spesial"
9,1,1,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
10,3,2,3,"hari ini seger banget, semua tugas kelar on time"
7,1,1,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
7,3,2,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
5,2,3,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
12,1,1,5,seneng bgt dapet nilai bagus pas ujian tadi
4,1,1,4,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
10,3,3,2,"cukup lah hari ini, tidak lebih tidak kurang"
9,5,4,1,"susah fokus banget, pikiran lari kemana-mana terus"
5,5,5,2,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
11,4,4,1,"burnout parah, udah gak sanggup lagi kayaknya"
4,3,3,5,"pikiran jernih banget hari ini, bisa fokus full"
10,5,5,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
6,5,4,3,"emotional banget hari ini, gampang baper sama hal kecil"
6,5,5,2,"pikiran gelap dateng lagi, susah diusir pergi"
9,4,4,3,"emotional banget hari ini, gampang baper sama hal kecil"
4,3,4,2,pengen kabur dari semua tanggung jawab ini sesaat aja
8,2,1,3,"kerjaan beres semua, sisa waktu buat rebahan tenang"
9,2,1,5,"hari ini penuh tawa, lupa sama capek dan penat"
4,1,1,5,"hari ini penuh tawa, lupa sama capek dan penat"
6,2,3,3,"cukup lah hari ini, tidak lebih tidak kurang"
5,2,2,2,"hari ini biasa aja sih, gak ada yang spesial"
5,2,1,4,"reconnect sama passion lama hari ini, bikin semangat lagi"
8,5,5,1,"emotional banget hari ini, gampang baper sama hal kecil"
7,2,1,4,"reconnect sama passion lama hari ini, bikin semangat lagi"
9,3,2,4,"pulang lebih awal, sempet me time yang udah lama kangen"
9,3,3,4,"fine-fine aja sih, cuma capek biasa yang wajar"
3,5,4,2,pengen kabur dari semua tanggung jawab ini sesaat aja
10,5,5,2,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
10,1,1,5,"hari ini penuh tawa, lupa sama capek dan penat"
3,4,3,3,"tugas segunung, waktu secuil, otak udah mati duluan"
7,5,4,1,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
5,3,3,3,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
9,5,5,2,"stress parah, deadline mepet semua barengan nyerang"
9,2,2,3,"anxious dari pagi, banyak hal yang bikin khawatir"
12,3,3,4,alhamdulillah hari ini lancar banget ga ada hambatan
5,5,5,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
4,1,1,5,cuaca cerah bikin hati ikutan happy ga keruan
8,1,1,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
10,2,2,3,cuaca cerah bikin hati ikutan happy ga keruan
10,3,4,3,"gak banyak drama hari ini, adem ayem aja"
7,3,2,3,"ngerjain kewajiban, setelah itu ya sudah lah"
6,2,1,5,"hari ini berasa ringan banget, kayak abis lepas beban"
7,1,1,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
9,4,4,3,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
8,5,4,1,"tugas segunung, waktu secuil, otak udah mati duluan"
8,3,3,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
10,1,1,4,cuaca cerah bikin hati ikutan happy ga keruan
6,5,5,2,lelah ngejar semuanya tapi kayak ga pernah sampe
5,1,1,4,"hari ini berasa ringan banget, kayak abis lepas beban"
6,5,5,1,"capek banget, tugas numpuk kayak ga ada habisnya"
6,3,2,4,"hari ini seger banget, semua tugas kelar on time"
7,5,4,1,nangis di kamar mandi karena udah gak tahan stressnya
11,4,3,2,"bad day banget, hampir nangis beberapa kali hari ini"
10,1,1,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
5,5,5,1,"semua hal kerasa berat dan susah hari ini, capek"
9,5,5,3,"burnout parah, udah gak sanggup lagi kayaknya"
7,2,1,5,"hari ini chill tapi tetep produktif, perfect combo"
5,1,1,4,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
12,5,4,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
7,3,4,3,hari ini terasa panjang tapi ya udah dijalanin aja
9,1,2,3,seneng bgt dapet nilai bagus pas ujian tadi
12,5,5,2,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
10,1,2,5,ngerasa punya achievement kecil tapi berarti banget buat aku
7,2,2,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
5,4,4,3,"lumayan lah, ada naik turunnya tapi masih oke"
7,4,4,4,alhamdulillah hari ini lancar banget ga ada hambatan
7,2,3,4,finally kelar juga projek yang udah molor berminggu-minggu
12,5,5,1,"capek banget, tugas numpuk kayak ga ada habisnya"
9,4,5,1,"stress parah, deadline mepet semua barengan nyerang"
4,5,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
10,3,4,3,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
11,4,5,3,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
8,5,5,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
6,2,3,3,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
7,5,5,1,lelah ngejar semuanya tapi kayak ga pernah sampe
4,2,2,3,"hari ini so-so aja, antara males dan mau usaha"
4,3,3,2,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
4,2,3,3,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
2,1,2,3,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
5,5,5,1,"cape hati, bukan cape badan — itu yang paling melelahkan"
8,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
8,3,2,1,"badan oke tapi hati hancur, ga tau kenapa juga"
6,5,5,3,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
9,3,2,3,"capek banget, tugas numpuk kayak ga ada habisnya"
10,2,3,4,"kerjaan beres semua, sisa waktu buat rebahan tenang"
5,2,3,5,"mood on fire dari pagi, semua kerasa ringan"
7,2,3,3,excited karena dapet kesempatan baru yang udah lama ditunggu
5,3,3,3,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
7,4,5,3,"burnout parah, udah gak sanggup lagi kayaknya"
10,3,3,3,"hari ini chill tapi tetep produktif, perfect combo"
5,1,1,4,"hari ini berasa ringan banget, kayak abis lepas beban"
9,5,5,1,nangis di kamar mandi karena udah gak tahan stressnya
9,1,2,4,"hari ini chill tapi tetep produktif, perfect combo"
6,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
6,5,4,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
11,1,1,5,"hari ini berasa ringan banget, kayak abis lepas beban"
3,2,2,2,"badan oke pikiran oke, tapi gak ada spark gitu"
9,3,3,2,"kadang bosen kadang oke, selang-seling gitu rasanya"
2,5,4,1,"exhausted total, jalan aja udah kayak zombie"
8,2,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
10,1,1,5,"hari ini berasa ringan banget, kayak abis lepas beban"
8,5,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
5,3,3,3,"cukup lah hari ini, tidak lebih tidak kurang"
11,5,5,1,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
7,5,5,2,pengen kabur dari semua tanggung jawab ini sesaat aja
8,4,3,1,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
8,3,2,1,tugas beres tapi gak ngerasa puas atau kecewa
7,1,1,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
3,4,4,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
7,1,1,3,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
5,4,5,3,"hari ini berat banget, ngerasa down dari pagi"
3,2,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
4,4,4,4,"gak ada yang aneh, ngalir aja kayak biasa"
6,3,2,4,excited karena dapet kesempatan baru yang udah lama ditunggu
6,2,1,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
7,3,3,2,"mood normal, tidak galau tidak juga bahagia berlebihan"
4,4,3,2,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
5,2,1,3,"hari ini so-so aja, antara males dan mau usaha"
7,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
5,4,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
8,2,1,3,"mood on fire dari pagi, semua kerasa ringan"
4,5,5,1,nangis di kamar mandi karena udah gak tahan stressnya
7,4,3,3,"lumayan lah, ada naik turunnya tapi masih oke"
4,4,3,1,"emotional banget hari ini, gampang baper sama hal kecil"
6,3,4,3,"badan oke pikiran oke, tapi gak ada spark gitu"
6,5,5,1,"exhausted total, jalan aja udah kayak zombie"
8,4,5,2,"anxious dari pagi, banyak hal yang bikin khawatir"
6,1,1,5,"hari ini chill tapi tetep produktif, perfect combo"
12,2,2,3,"biasa aja, nothing special, just another day"
1,3,3,4,"hari ini penuh tawa, lupa sama capek dan penat"
8,4,4,4,"cukup lah hari ini, tidak lebih tidak kurang"
9,4,5,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
7,1,1,4,"happy banget hari ini, banyak hal baik terjadi"
9,1,1,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
7,2,3,3,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
10,2,3,2,pengen kabur dari semua tanggung jawab ini sesaat aja
3,2,3,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
5,5,5,3,"pikiran gelap dateng lagi, susah diusir pergi"
6,5,5,3,"anxious dari pagi, banyak hal yang bikin khawatir"
3,3,4,1,pengen balik ke kasur dan ga keluar selamanya rasanya
10,2,2,4,"hari ini berasa ringan banget, kayak abis lepas beban"
6,3,2,3,"ngikutin jadwal aja, autopilot mode sepanjang hari"
10,2,2,5,seneng bgt dapet nilai bagus pas ujian tadi
6,5,5,2,lelah ngejar semuanya tapi kayak ga pernah sampe
12,4,4,2,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
9,3,2,1,"cape hati, bukan cape badan — itu yang paling melelahkan"
7,2,2,5,belajar hal baru hari ini dan rasanya nagih banget
10,3,4,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
8,1,1,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
9,4,5,2,pengen kabur dari semua tanggung jawab ini sesaat aja
8,5,5,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
9,5,4,2,pengen kabur dari semua tanggung jawab ini sesaat aja
4,3,4,3,kerja keras dikit tapi hasilnya ya segitu-gitu aja
9,1,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
4,2,2,3,"reconnect sama passion lama hari ini, bikin semangat lagi"
5,5,5,2,"burnout parah, udah gak sanggup lagi kayaknya"
8,4,5,2,"burnout parah, udah gak sanggup lagi kayaknya"
11,4,4,3,pengen kabur dari semua tanggung jawab ini sesaat aja
8,5,4,3,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
1,5,5,3,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
6,3,3,1,"hari ini drama banget, banyak hal yang salah semua"
7,3,3,3,dapat apresiasi dari dosen bikin semangat dobel hari ini
3,1,2,3,"happy banget hari ini, banyak hal baik terjadi"
6,4,5,1,"pikiran gelap dateng lagi, susah diusir pergi"
4,4,5,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
4,4,5,3,"capek banget, tugas numpuk kayak ga ada habisnya"
7,2,3,3,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
10,4,4,4,"cukup lah hari ini, tidak lebih tidak kurang"
9,1,2,3,"hari ini chill tapi tetep produktif, perfect combo"
8,5,4,3,"mood normal, tidak galau tidak juga bahagia berlebihan"
7,2,3,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
8,2,3,3,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
7,1,1,5,"hari ini penuh tawa, lupa sama capek dan penat"
6,2,3,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
11,2,3,4,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
9,3,4,1,"susah fokus banget, pikiran lari kemana-mana terus"
7,2,3,4,"mood on fire dari pagi, semua kerasa ringan"
4,3,3,3,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
5,5,5,2,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
6,5,4,2,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
7,5,5,3,pengen kabur dari semua tanggung jawab ini sesaat aja
11,4,5,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
5,4,3,5,"half-half hari ini, sebagian menyenangkan sebagian meh"
12,1,1,5,semangat banget ngerjain tugas karena topiknya menarik bgt
7,1,1,4,"pikiran jernih banget hari ini, bisa fokus full"
9,4,5,2,nangis di kamar mandi karena udah gak tahan stressnya
4,3,4,3,pengen kabur dari semua tanggung jawab ini sesaat aja
9,4,3,4,"standar banget, kayak hari-hari sebelumnya yang mirip"
8,1,1,5,"hari ini chill tapi tetep produktif, perfect combo"
5,5,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
5,5,5,2,"stress parah, deadline mepet semua barengan nyerang"
8,5,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
10,3,2,3,overthinking dikit tapi masih bisa dikendaliin untungnya
7,2,1,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
10,2,1,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
10,4,4,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
8,5,5,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
9,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
4,3,4,5,"hari ini chill tapi tetep produktif, perfect combo"
5,4,3,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
8,3,3,4,"gak banyak ngomong hari ini, lebih banyak mikir sendiri"
5,1,1,5,alhamdulillah hari ini lancar banget ga ada hambatan
8,3,4,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
4,2,1,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
7,2,3,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
6,5,4,3,"fine-fine aja sih, cuma capek biasa yang wajar"
6,4,5,3,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
11,3,2,3,"cukup lah hari ini, tidak lebih tidak kurang"
4,2,2,4,"hari ini penuh tawa, lupa sama capek dan penat"
9,5,4,1,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
6,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
